content;seq_lengths;tags;subsent_nb
[号外]英国探险家、路虎全球品牌大使贝尔格里斯已于今早悄然抵达北京。这是《荒野求生》要进军中国的节奏嘛！<>地沟油、毒大米、工业原料。。。《荒野求生终极版》即将震撼上演！<>不怕~吃不惯~KFC还有新鲜虫子吃~[哈哈]<>[花心][花心];52,31,22,8;1,0,0,1;4
[号外]英国探险家、路虎全球品牌大使贝尔格里斯已于今早悄然抵达北京。这是《荒野求生》要进军中国的节奏嘛！<>地沟油、毒大米、工业原料。。。《荒野求生终极版》即将震撼上演！<>不怕~吃不惯~KFC还有新鲜虫子吃~[哈哈]<>受得了么[偷笑];52,31,22,8;1,0,0,0;4
[号外]英国探险家、路虎全球品牌大使贝尔格里斯已于今早悄然抵达北京。这是《荒野求生》要进军中国的节奏嘛！<>地沟油、毒大米、工业原料。。。《荒野求生终极版》即将震撼上演！<>不怕~吃不惯~KFC还有新鲜虫子吃~[哈哈]<>要是再中国吃死了，我就呵呵了！[哈哈];52,31,22,19;1,0,0,0;4
[号外]英国探险家、路虎全球品牌大使贝尔格里斯已于今早悄然抵达北京。这是《荒野求生》要进军中国的节奏嘛！<>地沟油、毒大米、工业原料。。。《荒野求生终极版》即将震撼上演！<>不怕~吃不惯~KFC还有新鲜虫子吃~[哈哈]<>选对人了;52,31,22,4;1,0,0,1;4
[号外]英国探险家、路虎全球品牌大使贝尔格里斯已于今早悄然抵达北京。这是《荒野求生》要进军中国的节奏嘛！<>地沟油、毒大米、工业原料。。。《荒野求生终极版》即将震撼上演！<>不怕~吃不惯~KFC还有新鲜虫子吃~[哈哈]<>@FFFbabyyyy 。。。你看呢;52,31,22,18;1,0,0,1;4
[号外]英国探险家、路虎全球品牌大使贝尔格里斯已于今早悄然抵达北京。这是《荒野求生》要进军中国的节奏嘛！<>地沟油   转基因大米  [蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]提前为贝爷点上蜡烛;52,42;1,0;2
国庆是一次“堵车”旅行，人山人海里望眼欲穿，一票难求心急如焚……10分钟完成一集轻松度过最漫长的等待，《#来自星星的继承者们#》一次“神剧”体验，http://t.cn/RhogBE9<>看样子#来自星星的继承者们#成了十一必选娱乐项目;92,24;1,1;2
国庆是一次“堵车”旅行，人山人海里望眼欲穿，一票难求心急如焚……10分钟完成一集轻松度过最漫长的等待，《#来自星星的继承者们#》一次“神剧”体验，http://t.cn/RhogBE9<>[拜拜]好雷人;92,7;1,0;2
国庆是一次“堵车”旅行，人山人海里望眼欲穿，一票难求心急如焚……10分钟完成一集轻松度过最漫长的等待，《#来自星星的继承者们#》一次“神剧”体验，http://t.cn/RhogBE9<>国产剧能不能正经点…;92,10;1,0;2
中国大妈跳广场舞早已不是什么新鲜事了，不分早晚，不分地方，总有一款亮瞎你~~~大妈+小苹果+快闪？？你能想象这画面么？？醉了吧~~！这网友上传的视频就更醉人了~~~[bm吃惊]看看你醉了么？？http://t.cn/RhmcQfS<>哎哟~跳的就一个唯妙唯俏啊[哈哈];115,17;1,2;2
中国大妈跳广场舞早已不是什么新鲜事了，不分早晚，不分地方，总有一款亮瞎你~~~大妈+小苹果+快闪？？你能想象这画面么？？醉了吧~~！这网友上传的视频就更醉人了~~~[bm吃惊]看看你醉了么？？http://t.cn/RhmcQfS<>[围观] 这个活动居然有人放上来啦！~~那天在现场还拿了不少试用品噢;115,34;1,1;2
中国大妈跳广场舞早已不是什么新鲜事了，不分早晚，不分地方，总有一款亮瞎你~~~大妈+小苹果+快闪？？你能想象这画面么？？醉了吧~~！这网友上传的视频就更醉人了~~~[bm吃惊]看看你醉了么？？http://t.cn/RhmcQfS<>想起白К云山上的唱歌团;115,11;1,1;2
中国大妈跳广场舞早已不是什么新鲜事了，不分早晚，不分地方，总有一款亮瞎你~~~大妈+小苹果+快闪？？你能想象这画面么？？醉了吧~~！这网友上传的视频就更醉人了~~~[bm吃惊]看看你醉了么？？http://t.cn/RhmcQfS<>裤子我都脱了你就让我看这个？[哼];115,17;1,0;2
中国大妈跳广场舞早已不是什么新鲜事了，不分早晚，不分地方，总有一款亮瞎你~~~大妈+小苹果+快闪？？你能想象这画面么？？醉了吧~~！这网友上传的视频就更醉人了~~~[bm吃惊]看看你醉了么？？http://t.cn/RhmcQfS<>低碳的意思是让我们关电脑别看了吧？？[哈哈];115,22;1,2;2
中国大妈跳广场舞早已不是什么新鲜事了，不分早晚，不分地方，总有一款亮瞎你~~~大妈+小苹果+快闪？？你能想象这画面么？？醉了吧~~！这网友上传的视频就更醉人了~~~[bm吃惊]看看你醉了么？？http://t.cn/RhmcQfS<>想起白云山上的唱歌团;115,10;1,1;2
【[话筒]这条新闻转给每个司机！滥用远光灯等于谋杀！】前几天，江苏因远光灯引起交通事故：司机被对面车辆远光灯照射，睁不开眼，汽车撞到隔离护栏，一根杆子插进司机肚子，重伤！夜间司机遭遇远光灯，相当于蒙住双眼驾驶近100米！你被远光灯晃过吗？滥用远光灯等于谋杀！不乱用远光灯，转发承诺！<>最恨远光狗;141,5;1,0;2
#一起去看月全食#【扩散周知：就在今晚！将发生罕见月全食】今晚，天空将出现圆圆满月，并发生罕见月全食。月全食发生时，月亮并不会消失，而是变成美丽的红月亮。红月亮出现的时间约在18时25分左右，持续时间长达1个小时。这是中国今年能见到的唯一月食。全国都能看到。今晚会看红月亮的转，提醒TA！<>@janmomo五 @janmomo五 @janmomo五  我这么爱叽叽！怎么会忘了叽叽呢[呵呵]！你他妈在韩国老子才没艾特你！[拜拜];144,69;1,1;2
#一起去看月全食#【扩散周知：就在今晚！将发生罕见月全食】今晚，天空将出现圆圆满月，并发生罕见月全食。月全食发生时，月亮并不会消失，而是变成美丽的红月亮。红月亮出现的时间约在18时25分左右，持续时间长达1个小时。这是中国今年能见到的唯一月食。全国都能看到。今晚会看红月亮的转，提醒TA！<>嗯，今天晚上有月全食看到了没有啊;144,16;1,1;2
#一起去看月全食#【扩散周知：就在今晚！将发生罕见月全食】今晚，天空将出现圆圆满月，并发生罕见月全食。月全食发生时，月亮并不会消失，而是变成美丽的红月亮。红月亮出现的时间约在18时25分左右，持续时间长达1个小时。这是中国今年能见到的唯一月食。全国都能看到。今晚会看红月亮的转，提醒TA！<>@赵桃花_ @Ginahoney1993 @Tina是个可爱美少女子1994 @边儿玩去onion  @be_alright- [推荐][推荐]我们一起抬头看月亮<>得  我穿厚点出去<>?想想我们能一起看月亮就好激动[不好意思]<>月全食到底在哪  我找不见 ？;144,81,9,21,15;1,1,2,2,1;5
#一起去看月全食#【扩散周知：就在今晚！将发生罕见月全食】今晚，天空将出现圆圆满月，并发生罕见月全食。月全食发生时，月亮并不会消失，而是变成美丽的红月亮。红月亮出现的时间约在18时25分左右，持续时间长达1个小时。这是中国今年能见到的唯一月食。全国都能看到。今晚会看红月亮的转，提醒TA！<>@赵桃花_ @Ginahoney1993 @Tina是个可爱美少女子1994 @边儿玩去onion  @be_alright- [推荐][推荐]我们一起抬头看月亮<>阴天 在不开灯得房间[喵喵];144,81,14;1,1,1;3
#一起去看月全食#【扩散周知：就在今晚！将发生罕见月全食】今晚，天空将出现圆圆满月，并发生罕见月全食。月全食发生时，月亮并不会消失，而是变成美丽的红月亮。红月亮出现的时间约在18时25分左右，持续时间长达1个小时。这是中国今年能见到的唯一月食。全国都能看到。今晚会看红月亮的转，提醒TA！<>期待着神奇刻;144,6;1,2;2
#一起去看月全食#【扩散周知：就在今晚！将发生罕见月全食】今晚，天空将出现圆圆满月，并发生罕见月全食。月全食发生时，月亮并不会消失，而是变成美丽的红月亮。红月亮出现的时间约在18时25分左右，持续时间长达1个小时。这是中国今年能见到的唯一月食。全国都能看到。今晚会看红月亮的转，提醒TA！<>大家记得看哦，咸阳的天灰的很，恐怕看不到了;144,21;1,1;2
#NB慢跑英雄联盟#比赛即将开始，之前在微信朋友圈大放狠话的超级英雄们已经为比赛作了充分准备，看到他们的装备是不是特NB?立刻点击http://t.cn/RhxKIlV 报名参加比赛，搞不好现场还能同场竞跑，一决高下呢<>似魔鬼的步伐？！;109,8;1,1;2
看《我是演说家》最被刺激到的是焦波开场的那句：你的手机里可能有许多自己的照片、朋友的照片，或是孩子的照片。请问，有几张是父母的照片？我将给爸妈拍照拍视频作为愿望清单中的一个，好好践行并享受。<>#晒晒你的全家福#我们的手机里一定有很多自己的照片、孩子的照片甚至朋友的照片，但又是否有父母的照片？正如@焦波和俺爹俺娘 老师演讲中提到的:为父母做事一定不要等到明天！现在就让我们和父母一起拍张照片，一起来#晒晒你的全家福# ，留下最温馨美好的时刻。不要等到明天！<>#晒晒你的全家福# 留下最温馨美好的时刻。不要等到明天！;95,132,28;2,2,2;3
看《我是演说家》最被刺激到的是焦波开场的那句：你的手机里可能有许多自己的照片、朋友的照片，或是孩子的照片。请问，有几张是父母的照片？我将给爸妈拍照拍视频作为愿望清单中的一个，好好践行并享受。<>什么ま啊;95,4;2,1;2
看《我是演说家》最被刺激到的是焦波开场的那句：你的手机里可能有许多自己的照片、朋友的照片，或是孩子的照片。请问，有几张是父母的照片？我将给爸妈拍照拍视频作为愿望清单中的一个，好好践行并享受。<>快到wo碗里来！;95,8;2,1;2
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>腾讯公益的#1015“悦读盒子”进盲校#公益活动，今天走进了平乡县孟杰盲人学校。期待我的献声也能为盲人同胞们贡献一份力量。<>看到他们的笑脸，就是我们最大的动力[心];109,61,20;1,2,2;3
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>让我一次中个够吧！！╭！！！！;109,15;1,1;2
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>[din爱你]活动很好，能帮到他们真好！;109,20;1,2;2
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>悦读ゼ盒子很给力。。多举办几次吧;109,16;1,2;2
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>[太开心]拼人品的时候到了，嘻嘻<>我只希望多一些的帮助带给他们~;109,16,15;1,2,2;3
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>可以让所有的爱都继续下去，也是很开心的;109,19;1,2;2
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>特别有意义的，我都不希望错过;109,14;1,2;2
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>让人感动～;109,5;1,2;2
#1015“悦读盒子”进盲校##微直播#布场开始了。我们以教学楼为背景，在操场进行启动仪式。小伙伴们都蛮拼的！学生们纷纷好奇地围上来，脸上充满期待。志愿者和他们聊天聊得很开心呐！最后，公布一下“悦读盒子”的全貌，锵锵～<>我还真的就参加了~这个很有意义。[飞个吻];109,21;1,2;2
